CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
"441361296,04/20/2006,03:00:00,04/20/2006,04:10:00,13,04/20/2006,341,PETIT LARCENY,338,""LARCENY,PETIT FROM BUILDING,UN"",COMPLETED,MISDEMEANOR,MANHATTAN,,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO MAN SOUTH,,25-44,BLACK,M"
"445801176,11/22/2008,14:10:00,,,102,11/22/2008,105,ROBBERY,361,""ROBBERY,BANK"",COMPLETED,FELONY,QUEENS,INSIDE,BANK,N.Y. POLICE DEPT,0,NA,,NA,1029922,196976,,WHITE,M,,40.707220726,-73.835269599,""(40.707220726, -73.835269599)"",PATROL BORO QUEENS SOUTH,,,UNKNOWN,D"
"754014780,01/25/2006,00:01:00,04/20/2006,17:15:00,47,04/25/2006,341,PETIT LARCENY,349,""LARCENY,PETIT OF LICENSE PLATE"",COMPLETED,MISDEMEANOR,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BRONX,,45-64,BLACK,F"
"281877451,10/17/2009,03:50:00,,,83,10/17/2009,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007843,194013,,BLACK,M,,40.699174405,-73.914915447,""(40.699174405, -73.914915447)"",PATROL BORO BKLYN NORTH,,25-44,WHITE HISPANIC,F"
"145424375,04/26/2006,16:00:00,,,42,04/27/2006,110,GRAND LARCENY OF MOTOR VEHICLE,441,""LARCENY,GRAND OF AUTO"",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BRONX,,45-64,UNKNOWN,M"
"930465078,09/16/2007,23:50:00,,,,09/16/2007,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,NA,,NA,,,UNKNOWN,UNKNOWN,U,,,,,,,18-24,BLACK,M"
"219422921,10/05/2011,14:00:00,10/05/2011,14:30:00,52,10/05/2011,341,PETIT LARCENY,333,""LARCENY,PETIT FROM STORE-SHOPL"",COMPLETED,MISDEMEANOR,BRONX,INSIDE,PUBLIC BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1012887,253829,,,,,40.863338448,-73.896469785,""(40.863338448, -73.896469785)"",PATROL BORO BRONX,,,UNKNOWN,D"
"870661960,05/14/2008,15:15:00,,,25,05/15/2008,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1002397,231262,,UNKNOWN,M,,40.801426328,-73.934455427,""(40.801426328, -73.934455427)"",PATROL BORO MAN NORTH,,<18,BLACK,M"
"951230926,01/12/2010,17:30:00,,,69,01/12/2010,235,DANGEROUS DRUGS,567,""MARIJUANA, POSSESSION 4 & 5"",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1013378,171015,,,,,40.636033565,-73.895053357,""(40.636033565, -73.895053357)"",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E"
"879526422,04/22/2006,04:00:00,,,44,04/22/2006,351,CRIMINAL MISCHIEF & RELATED OF,259,""CRIMINAL MISCHIEF,UNCLASSIFIED 4"",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BRONX,,25-44,WHITE HISPANIC,F"
"839874806,10/20/2011,01:39:00,,,43,10/20/2011,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,NA,,NA,1024790,241338,25-44,BLACK,M,,40.829007732,-73.853512321,""(40.829007732, -73.853512321)"",,,<18,BLACK,M"
"708552129,04/23/2006,04:00:00,04/23/2006,04:13:00,102,04/23/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO QUEENS SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,M"
"548562897,04/23/2006,11:30:00,,,43,04/24/2006,578,HARRASSMENT 2,638,""HARASSMENT,SUBD 3,4,5"",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,25-44,WHITE HISPANIC,M,,,,,PATROL BORO BRONX,,45-64,BLACK HISPANIC,M"
"383532065,05/13/2008,22:25:00,,,123,05/13/2008,235,DANGEROUS DRUGS,569,""MARIJUANA, SALE 4 & 5"",COMPLETED,MISDEMEANOR,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0,NA,,NA,924203,137902,,,,,40.544989623,-74.216055975,""(40.544989623, -74.216055975)"",PATROL BORO STATEN ISLAND,,,UNKNOWN,E"
"116750949,04/21/2006,14:40:00,04/21/2006,14:50:00,6,04/21/2006,106,FELONY ASSAULT,109,""ASSAULT 2,1,UNCLASSIFIED"",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO MAN SOUTH,,25-44,WHITE,M"
"294410254,04/19/2006,21:55:00,04/19/2006,22:05:00,10,04/19/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO MAN SOUTH,,45-64,WHITE,M"
"581753804,01/04/2007,22:35:00,,06:30:00,106,01/04/2007,105,ROBBERY,379,""ROBBERY,GAS STATION"",COMPLETED,FELONY,QUEENS,INSIDE,GAS STATION,N.Y. POLICE DEPT,0,NA,,NA,1023976,183550,,BLACK,M,,40.670398177,-73.856795026,""(40.670398177, -73.856795026)"",PATROL BORO QUEENS SOUTH,,,UNKNOWN,D"
"782701504,05/26/2006,09:30:00,,,28,05/28/2006,104,RAPE,157,RAPE 1,COMPLETED,FELONY,MANHATTAN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,997376,233927,,BLACK,M,,40.808749904,-73.952585806,""(40.808749904, -73.952585806)"",PATROL BORO MAN NORTH,,<18,BLACK,F"
"303290389,02/13/2010,13:00:00,,,40,02/13/2010,117,DANGEROUS DRUGS,521,""CONTROLLED SUBSTANCE, SALE 5"",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007966,233667,,,,,40.808014197,-73.914332004,""(40.808014197, -73.914332004)"",PATROL BORO BRONX,,,UNKNOWN,E"
"151159605,08/04/2006,09:15:00,,,113,08/04/2006,107,BURGLARY,221,""BURGLARY,RESIDENCE,DAY"",COMPLETED,FELONY,QUEENS,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1050116,194483,,,,,40.700250774,-73.762457646,""(40.700250774, -73.762457646)"",PATROL BORO QUEENS SOUTH,,18-24,BLACK,M"
"340843771,08/09/2010,02:00:00,,,48,08/09/2010,106,FELONY ASSAULT,109,""ASSAULT 2,1,UNCLASSIFIED"",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1014182,250654,,UNKNOWN,U,,40.854619736,-73.891802139,""(40.854619736, -73.891802139)"",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M"
"812794159,04/13/2007,16:00:00,,,32,04/15/2007,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,STREET,N.Y. POLICE DEPT,0,NA,,NA,1000802,236252,,BLACK,F,,40.815125628,-73.94020418,""(40.815125628, -73.94020418)"",PATROL BORO MAN NORTH,,18-24,BLACK,F"
"849927723,04/22/2006,11:54:00,,,70,04/22/2006,341,PETIT LARCENY,333,""LARCENY,PETIT FROM STORE-SHOPL"",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BKLYN SOUTH,,,UNKNOWN,D"
"386646450,08/07/2008,15:20:00,,,90,08/07/2008,235,DANGEROUS DRUGS,567,""MARIJUANA, POSSESSION 4 & 5"",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,997113,197130,,,,,40.707751939,-73.953606249,""(40.707751939, -73.953606249)"",PATROL BORO BKLYN NORTH,,,UNKNOWN,E"
"481055208,04/02/2007,15:30:00,,,47,04/02/2007,117,DANGEROUS DRUGS,568,""MARIJUANA, POSSESSION 1, 2 & 3"",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1028469,267422,,,,,40.900582645,-73.840046373,""(40.900582645, -73.840046373)"",PATROL BORO BRONX,,,UNKNOWN,E"
"818326619,05/06/2008,12:30:00,,,14,05/06/2008,341,PETIT LARCENY,333,""LARCENY,PETIT FROM STORE-SHOPL"",COMPLETED,MISDEMEANOR,,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,987705,212566,,,,,40.75012867,-73.987531779,""(40.75012867, -73.987531779)"",PATROL BORO MAN SOUTH,,,UNKNOWN,D"
"542727438,11/10/2008,21:33:00,,,113,11/11/2008,114,ARSON,263,""ARSON 2,3,4"",COMPLETED,FELONY,QUEENS,REAR OF,DRY CLEANER/LAUNDRY,OTHER,97,NA,,NA,1052038,192043,,,,,40.693539053,-73.755550602,""(40.693539053, -73.755550602)"",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E"
"292237791,04/26/2000,14:25:00,04/26/2006,14:50:00,115,04/26/2006,578,HARRASSMENT 2,638,""HARASSMENT,SUBD 3,4,5"",COMPLETED,VIOLATION,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO QUEENS NORTH,,45-64,BLACK,F"
"646239558,04/21/2007,02:32:00,,,68,04/21/2007,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,977621,170160,,,,,40.633732179,-74.023884877,""(40.633732179, -74.023884877)"",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M"
"265268383,04/11/2006,11:00:00,,,61,04/25/2006,341,PETIT LARCENY,339,""LARCENY,PETIT FROM OPEN AREAS,"",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BKLYN SOUTH,,45-64,BLACK,F"
"880327699,01/05/2010,12:48:00,,,13,01/08/2010,107,BURGLARY,231,""BURGLARY,TRUCK DAY"",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,988874,207673,,,,,40.73669807,-73.983316026,""(40.73669807, -73.983316026)"",PATROL BORO MAN SOUTH,,,UNKNOWN,D"
"781120053,01/02/2009,01:59:00,,,44,01/02/2009,105,ROBBERY,399,""ROBBERY,COMMERCIAL UNCLASSIFIED"",COMPLETED,FELONY,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,NA,,NA,1007458,243111,,,,,40.833936652,-73.916134394,""(40.833936652, -73.916134394)"",PATROL BORO BRONX,,25-44,UNKNOWN,M"
"816053578,04/19/2006,13:00:00,04/19/2006,15:30:00,110,04/19/2006,110,GRAND LARCENY OF MOTOR VEHICLE,441,""LARCENY,GRAND OF AUTO"",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO QUEENS NORTH,,25-44,BLACK,F"
"108914932,10/25/2009,16:25:00,10/25/2009,16:30:00,83,10/25/2009,117,DANGEROUS DRUGS,515,""CONTROLLED SUBSTANCE,SALE 3"",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010360,191292,,,,,40.691698826,-73.90584867,""(40.691698826, -73.90584867)"",PATROL BORO BKLYN NORTH,,,UNKNOWN,E"
"415367864,06/19/2010,21:40:00,,,101,06/19/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1052559,159711,,,,,40.604791059,-73.753999254,""(40.604791059, -73.753999254)"",PATROL BORO QUEENS SOUTH,,25-44,BLACK,M"
"543820157,04/25/2006,15:00:00,04/25/2006,15:20:00,1,04/25/2006,341,PETIT LARCENY,333,""LARCENY,PETIT FROM STORE-SHOPL"",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO MAN SOUTH,,,UNKNOWN,D"
"317117694,10/10/2008,19:30:00,,,9,10/10/2008,112,THEFT-FRAUD,739,""FRAUD,UNCLASSIFIED-FELONY"",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,987733,206310,,,,,40.732957494,-73.98743396,""(40.732957494, -73.98743396)"",PATROL BORO MAN SOUTH,,65+,WHITE,M"
"372944578,04/24/2006,18:30:00,04/24/2006,18:40:00,42,04/24/2006,117,DANGEROUS DRUGS,521,""CONTROLLED SUBSTANCE, SALE 5"",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BRONX,,,UNKNOWN,E"
"254149443,10/18/2007,10:40:00,10/18/2007,10:48:00,44,10/18/2007,340,FRAUDS,707,""IMPERSONATION 2, PUBLIC SERVAN"",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1008352,243611,,,,,40.835306613,-73.91290194,""(40.835306613, -73.91290194)"",PATROL BORO BRONX,,,UNKNOWN,E"
"446933770,09/25/2007,19:40:00,,,123,09/25/2007,117,DANGEROUS DRUGS,510,""CONTROLLED SUBSTANCE, INTENT T"",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,931596,135680,,,,,40.538937635,-74.18943809,""(40.538937635, -74.18943809)"",PATROL BORO STATEN ISLAND,,,UNKNOWN,E"
"345770131,04/18/2006,17:00:00,,,73,04/20/2006,341,PETIT LARCENY,338,""LARCENY,PETIT FROM BUILDING,UN"",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,25-44,BLACK,M,,,,,PATROL BORO BKLYN NORTH,,<18,BLACK,F"
"838808399,10/26/2006,02:15:00,,,14,10/26/2006,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,984893,213063,,,,,40.751493461,-73.997680707,""(40.751493461, -73.997680707)"",PATROL BORO MAN SOUTH,,,UNKNOWN,E"
"291212112,04/22/2006,02:30:00,04/22/2006,02:37:00,10,04/22/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,ATTEMPTED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO MAN SOUTH,,25-44,WHITE,M"
"348584318,03/04/2008,12:40:00,,,,03/04/2008,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. POLICE DEPT,,NA,,NA,1002275,184002,,,,,40.671709593,-73.935022701,""(40.671709593, -73.935022701)"",,,25-44,BLACK,M"
"256966391,04/23/2006,14:00:00,,,122,04/23/2006,341,PETIT LARCENY,333,""LARCENY,PETIT FROM STORE-SHOPL"",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO STATEN ISLAND,,25-44,WHITE,M"
"400407113,03/29/2008,01:50:00,,,13,03/29/2008,236,DANGEROUS WEAPONS,782,""WEAPONS, POSSESSION, ETC"",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,989083,205732,,,,,40.73137039,-73.982563257,""(40.73137039, -73.982563257)"",PATROL BORO MAN SOUTH,,,UNKNOWN,E"
"527468709,10/02/2008,21:40:00,,,47,10/03/2008,106,FELONY ASSAULT,109,""ASSAULT 2,1,UNCLASSIFIED"",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1028374,266042,,BLACK,M,,40.896795469,-73.840399115,""(40.896795469, -73.840399115)"",PATROL BORO BRONX,,18-24,BLACK,M"
"966382654,08/04/2009,18:32:00,,,47,08/04/2009,235,DANGEROUS DRUGS,567,""MARIJUANA, POSSESSION 4 & 5"",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1020735,258954,,,,,40.877376047,-73.868068956,""(40.877376047, -73.868068956)"",PATROL BORO BRONX,,,UNKNOWN,E"
"471045134,08/02/2010,22:05:00,,,43,08/02/2010,117,DANGEROUS DRUGS,503,""CONTROLLED SUBSTANCE,INTENT TO"",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1024344,238946,,,,,40.822444415,-73.855138209,""(40.822444415, -73.855138209)"",PATROL BORO BRONX,,,UNKNOWN,E"
"510619636,08/16/2009,10:30:00,,,10,08/17/2009,341,PETIT LARCENY,339,""LARCENY,PETIT FROM OPEN AREAS,"",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,984517,212390,,,,,40.749646265,-73.999037808,""(40.749646265, -73.999037808)"",PATROL BORO MAN SOUTH,,45-64,BLACK,M"
"384351859,04/18/2006,06:30:00,04/18/2006,07:00:00,120,04/20/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,25-44,WHITE HISPANIC,M,,,,,PATROL BORO STATEN ISLAND,,25-44,BLACK HISPANIC,F"
"738349803,04/18/2006,19:00:00,04/18/2006,19:05:00,61,04/18/2006,347,INTOXICATED & IMPAIRED DRIVING,905,""INTOXICATED DRIVING,ALCOHOL"",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BKLYN SOUTH,,,UNKNOWN,E"
"115420961,10/08/2011,05:25:00,,,108,10/08/2011,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1004766,210701,,,,,40.744986591,-73.925961494,""(40.744986591, -73.925961494)"",PATROL BORO QUEENS NORTH,,,UNKNOWN,D"
"820440690,04/17/2006,12:30:00,,,111,04/17/2006,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO QUEENS NORTH,,18-24,WHITE,M"
"271828091,09/20/2006,14:23:00,,,79,09/21/2006,233,SEX CRIMES,681,""CHILD, ENDANGERING WELFARE"",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,999634,190253,,UNKNOWN,F,,40.688872153,-73.944529032,""(40.688872153, -73.944529032)"",PATROL BORO BKLYN NORTH,,UNKNOWN,BLACK,F"
"322239500,07/11/2010,11:33:00,,,81,07/11/2010,341,PETIT LARCENY,321,""LARCENY,PETIT FROM AUTO"",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1002316,187765,,,,,40.682038094,-73.934864813,""(40.682038094, -73.934864813)"",PATROL BORO BKLYN NORTH,,25-44,WHITE,F"
"914615944,03/26/2010,14:40:00,,,42,04/07/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1016042,244049,,BLACK,M,,40.836484462,-73.885109864,""(40.836484462, -73.885109864)"",PATROL BORO BRONX,,<18,BLACK,F"
"135929247,10/10/2008,17:26:00,,,19,10/11/2008,360,,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,994297,218680,,,,,40.766905006,-73.963731019,""(40.766905006, -73.963731019)"",PATROL BORO MAN NORTH,,,UNKNOWN,E"
"175632253,04/11/2006,15:30:00,04/26/2006,15:30:00,100,04/26/2006,578,HARRASSMENT 2,638,""HARASSMENT,SUBD 3,4,5"",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,WHITE,F,,,,,PATROL BORO QUEENS SOUTH,,25-44,WHITE,M"
"310909833,04/24/2006,15:30:00,04/24/2006,15:35:00,47,04/24/2006,578,HARRASSMENT 2,637,""HARASSMENT,SUBD 1,CIVILIAN"",COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,WHITE HISPANIC,M,,,,,PATROL BORO BRONX,,25-44,WHITE HISPANIC,M"
"841644477,04/21/2011,14:00:00,,,42,04/21/2011,235,DANGEROUS DRUGS,569,""MARIJUANA, SALE 4 & 5"",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010245,240962,,,,,40.828030503,-73.906071309,""(40.828030503, -73.906071309)"",PATROL BORO BRONX,,,UNKNOWN,E"
"783544411,05/20/2008,15:00:00,,,43,05/21/2008,578,HARRASSMENT 2,638,""HARASSMENT,SUBD 3,4,5"",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1017256,240637,,,,,40.827115055,-73.88073944,""(40.827115055, -73.88073944)"",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M"
"437221616,09/27/2011,18:20:00,09/27/2011,18:25:00,52,09/27/2011,117,DANGEROUS DRUGS,503,""CONTROLLED SUBSTANCE,INTENT TO"",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1013721,254580,,,,,40.86539697,-73.893451316,""(40.86539697, -73.893451316)"",PATROL BORO BRONX,,,UNKNOWN,E"
"821762694,04/23/2006,23:00:00,04/24/2006,06:00:00,70,04/24/2006,121,CRIMINAL MISCHIEF & RELATED OF,267,""MISCHIEF, CRIMINAL 3 & 2, OF M"",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BKLYN SOUTH,,25-44,UNKNOWN,M"
"699798198,04/25/2006,20:35:00,,,67,04/25/2006,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,18-24,BLACK,M,,,,,PATROL BORO BKLYN SOUTH,,25-44,BLACK,F"
"712701102,09/14/2007,23:25:00,,,47,09/15/2007,236,DANGEROUS WEAPONS,782,""WEAPONS, POSSESSION, ETC"",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1022660,260115,,,,,40.880554462,-73.861101365,""(40.880554462, -73.861101365)"",PATROL BORO BRONX,,,UNKNOWN,E"
"627740944,04/23/2006,20:09:00,04/23/2006,20:09:00,49,04/23/2006,106,FELONY ASSAULT,109,""ASSAULT 2,1,UNCLASSIFIED"",COMPLETED,FELONY,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,BLACK,,,,,,PATROL BORO BRONX,,18-24,BLACK,M"
"976358111,05/04/2010,14:30:00,,,105,05/04/2010,578,HARRASSMENT 2,638,""HARASSMENT,SUBD 3,4,5"",COMPLETED,VIOLATION,QUEENS,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1048613,180063,,BLACK,M,,40.660682338,-73.76801587,""(40.660682338, -73.76801587)"",PATROL BORO QUEENS SOUTH,,45-64,BLACK,F"
"654460319,01/17/2008,15:30:00,,,42,01/23/2008,578,HARRASSMENT 2,638,""HARASSMENT,SUBD 3,4,5"",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1011789,243589,,,,,40.835236181,-73.900481452,""(40.835236181, -73.900481452)"",PATROL BORO BRONX,,25-44,BLACK,M"
"397147499,11/28/2007,23:01:00,,,49,11/29/2007,112,THEFT-FRAUD,739,""FRAUD,UNCLASSIFIED-FELONY"",COMPLETED,FELONY,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1026028,256449,,UNKNOWN,F,,40.870477134,-73.848944725,""(40.870477134, -73.848944725)"",PATROL BORO BRONX,,45-64,BLACK,F"
"885109543,04/20/2006,13:00:00,04/20/2006,13:10:00,115,04/26/2006,352,CRIMINAL TRESPASS,205,""TRESPASS 2, CRIMINAL"",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,UNKNOWN,F,,,,,PATROL BORO QUEENS NORTH,,45-64,UNKNOWN,F"
"882111492,07/24/2010,01:37:00,,,67,07/24/2010,126,MISCELLANEOUS PENAL LAW,760,""BRIBERY,PUBLIC ADMINISTRATION"",COMPLETED,FELONY,BROOKLYN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,1000086,176849,,,,,40.652080374,-73.942930674,""(40.652080374, -73.942930674)"",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E"
"239711154,10/17/2010,01:00:00,,,43,10/17/2010,235,DANGEROUS DRUGS,567,""MARIJUANA, POSSESSION 4 & 5"",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1021180,242772,,,,,40.832959478,-73.866548949,""(40.832959478, -73.866548949)"",PATROL BORO BRONX,,,UNKNOWN,E"
"150545287,02/22/2006,14:10:00,,,40,02/22/2006,235,DANGEROUS DRUGS,511,""CONTROLLED SUBSTANCE, POSSESSI"",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007341,233713,,,,,40.80814211,-73.916589536,""(40.80814211, -73.916589536)"",PATROL BORO BRONX,,,UNKNOWN,E"
